campaign,campaign_date,site_id,date_collected,date_received,job_id,report_file,lab_sample_id,analyte_std,result_text,result_value,detect_flag,rl,unit,qualifier,dil_fac
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid (11Cl-PF3OUdS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,3-Perfluoropropylpropanoic acid (3:3 FTCA),<2.8,,0,2.8,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,"1H,1H,2H,2H-Perfluorohexane sulfonic acid (4:2 FTS)",<2.8,,0,2.8,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,3-Perfluoropentylpropanoic acid (5:3 FTCA),<7.0,,0,7.0,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,"1H,1H,2H,2H-Perfluorooctane sulfonic acid (6:2 FTS)",4.7,4.7,1,2.8,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,3-Perfluoroheptylpropanoic acid (7:3 FTCA),<7.0,,0,7.0,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,"1H,1H,2H,2H-Perfluorodecane sulfonic acid (8:2 FTS)",<2.8,,0,2.8,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acid (9Cl-PF3ONS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,"4,8-Dioxa-3H-perfluorononanoic acid (ADONA)",<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,Hexafluoropropylene Oxide Dimer Acid (HFPO-DA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,N-ethylperfluorooctane sulfonamide (NEtFOSA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,N-ethylperfluorooctanesulfonamidoac etic acid (NEtFOSAA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,N-ethylperfluorooctane sulfonamidoethanol (NEtFOSE),<7.0,,0,7.0,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,"Nonafluoro-3,6-dioxaheptanoic acid (NFDHA)",<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,N-methylperfluorooctane sulfonamide (NMeFOSA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,N-methylperfluorooctanesulfonamidoa cetic acid (NMeFOSAA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,N-methylperfluorooctane sulfonamidoethanol (NMeFOSE),<7.0,,0,7.0,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,Perfluorobutanoic acid (PFBA),16,16.0,1,2.8,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,Perfluorobutanesulfonic acid (PFBS),8.3,8.3,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,Perfluorodecanoic acid (PFDA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,Perfluorodecanesulfonic acid (PFDS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,Perfluorododecanoic acid (PFDoA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,Perfluorododecanesulfonic acid (PFDoS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,Perfluoro (2-ethoxyethane) sulfonic acid (PFEESA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,Perfluoroheptanoic acid (PFHpA),12,12.0,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,Perfluoroheptanesulfonic acid (PFHpS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,Perfluorohexanoic acid (PFHxA),29,29.0,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,Perfluorohexanesulfonic acid (PFHxS),14,14.0,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,Perfluoro-4-methoxybutanoic acid (PFMBA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,Perfluoro-3-methoxypropanoic acid (PFMPA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,Perfluorononanoic acid (PFNA),1.9,1.9,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,Perfluorononanesulfonic acid (PFNS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,Perfluorooctanoic acid (PFOA),10,10.0,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,Perfluorooctanesulfonic acid (PFOS),13,13.0,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,Perfluorooctanesulfonamide (PFOSA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,Perfluoropentanoic acid (PFPeA),32,32.0,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,Perfluoropentanesulfonic acid (PFPeS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,Perfluorotetradecanoic acid (PFTeDA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,Perfluorotridecanoic acid (PFTrDA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW252,2026-02-08 10:40:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-3,Perfluoroundecanoic acid (PFUnA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid (11Cl-PF3OUdS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,3-Perfluoropropylpropanoic acid (3:3 FTCA),<2.8,,0,2.8,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,"1H,1H,2H,2H-Perfluorohexane sulfonic acid (4:2 FTS)",<2.8,,0,2.8,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,3-Perfluoropentylpropanoic acid (5:3 FTCA),<7.0,,0,7.0,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,"1H,1H,2H,2H-Perfluorooctane sulfonic acid (6:2 FTS)",8.4,8.4,1,2.8,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,3-Perfluoroheptylpropanoic acid (7:3 FTCA),<7.0,,0,7.0,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,"1H,1H,2H,2H-Perfluorodecane sulfonic acid (8:2 FTS)",<2.8,,0,2.8,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acid (9Cl-PF3ONS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,"4,8-Dioxa-3H-perfluorononanoic acid (ADONA)",<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,Hexafluoropropylene Oxide Dimer Acid (HFPO-DA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,N-ethylperfluorooctane sulfonamide (NEtFOSA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,N-ethylperfluorooctanesulfonamidoac etic acid (NEtFOSAA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,N-ethylperfluorooctane sulfonamidoethanol (NEtFOSE),<7.0,,0,7.0,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,"Nonafluoro-3,6-dioxaheptanoic acid (NFDHA)",<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,N-methylperfluorooctane sulfonamide (NMeFOSA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,N-methylperfluorooctanesulfonamidoa cetic acid (NMeFOSAA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,N-methylperfluorooctane sulfonamidoethanol (NMeFOSE),<7.0,,0,7.0,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,Perfluorobutanoic acid (PFBA),13,13.0,1,2.8,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,Perfluorobutanesulfonic acid (PFBS),11,11.0,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,Perfluorodecanoic acid (PFDA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,Perfluorodecanesulfonic acid (PFDS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,Perfluorododecanoic acid (PFDoA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,Perfluorododecanesulfonic acid (PFDoS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,Perfluoro (2-ethoxyethane) sulfonic acid (PFEESA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,Perfluoroheptanoic acid (PFHpA),8.8,8.8,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,Perfluoroheptanesulfonic acid (PFHpS),1.6,1.6,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,Perfluorohexanoic acid (PFHxA),27,27.0,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,Perfluorohexanesulfonic acid (PFHxS),42,42.0,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,Perfluoro-4-methoxybutanoic acid (PFMBA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,Perfluoro-3-methoxypropanoic acid (PFMPA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,Perfluorononanoic acid (PFNA),1.8,1.8,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,Perfluorononanesulfonic acid (PFNS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,Perfluorooctanoic acid (PFOA),16,16.0,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,Perfluorooctanesulfonic acid (PFOS),52,52.0,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,Perfluorooctanesulfonamide (PFOSA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,Perfluoropentanoic acid (PFPeA),20,20.0,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,Perfluoropentanesulfonic acid (PFPeS),5.2,5.2,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,Perfluorotetradecanoic acid (PFTeDA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,Perfluorotridecanoic acid (PFTrDA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW41,2026-02-08 13:15:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-5,Perfluoroundecanoic acid (PFUnA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid (11Cl-PF3OUdS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,3-Perfluoropropylpropanoic acid (3:3 FTCA),<2.7,,0,2.7,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,"1H,1H,2H,2H-Perfluorohexane sulfonic acid (4:2 FTS)",<2.7,,0,2.7,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,3-Perfluoropentylpropanoic acid (5:3 FTCA),<6.9,,0,6.9,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,"1H,1H,2H,2H-Perfluorooctane sulfonic acid (6:2 FTS)",38,38.0,1,2.7,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,3-Perfluoroheptylpropanoic acid (7:3 FTCA),<6.9,,0,6.9,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,"1H,1H,2H,2H-Perfluorodecane sulfonic acid (8:2 FTS)",<2.7,,0,2.7,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acid (9Cl-PF3ONS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,"4,8-Dioxa-3H-perfluorononanoic acid (ADONA)",<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,Hexafluoropropylene Oxide Dimer Acid (HFPO-DA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,N-ethylperfluorooctane sulfonamide (NEtFOSA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,N-ethylperfluorooctanesulfonamidoac etic acid (NEtFOSAA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,N-ethylperfluorooctane sulfonamidoethanol (NEtFOSE),<6.9,,0,6.9,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,"Nonafluoro-3,6-dioxaheptanoic acid (NFDHA)",<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,N-methylperfluorooctane sulfonamide (NMeFOSA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,N-methylperfluorooctanesulfonamidoa cetic acid (NMeFOSAA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,N-methylperfluorooctane sulfonamidoethanol (NMeFOSE),<6.9,,0,6.9,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,Perfluorobutanoic acid (PFBA),24,24.0,1,2.7,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,Perfluorobutanesulfonic acid (PFBS),14,14.0,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,Perfluorodecanoic acid (PFDA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,Perfluorodecanesulfonic acid (PFDS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,Perfluorododecanoic acid (PFDoA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,Perfluorododecanesulfonic acid (PFDoS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,Perfluoro (2-ethoxyethane) sulfonic acid (PFEESA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,Perfluoroheptanoic acid (PFHpA),9.8,9.8,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,Perfluoroheptanesulfonic acid (PFHpS),2.1,2.1,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,Perfluorohexanoic acid (PFHxA),37,37.0,1,1.4,ng/L,,1
