campaign,campaign_date,site_id,date_collected,date_received,job_id,report_file,lab_sample_id,analyte_std,result_text,result_value,detect_flag,rl,unit,qualifier,dil_fac
Campaign 1,2025-12-21,TW06,2025-12-21 10:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-6,Perfluoroheptanesulfonic acid (PFHpS),1.7,1.7,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW06,2025-12-21 10:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-6,Perfluorohexanoic acid (PFHxA),25,25.0,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW06,2025-12-21 10:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-6,Perfluorohexanesulfonic acid (PFHxS),51,51.0,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW06,2025-12-21 10:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-6,Perfluoro-4-methoxybutanoic acid (PFMBA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW06,2025-12-21 10:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-6,Perfluoro-3-methoxypropanoic acid (PFMPA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW06,2025-12-21 10:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-6,Perfluorononanoic acid (PFNA),1.4,1.4,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW06,2025-12-21 10:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-6,Perfluorononanesulfonic acid (PFNS),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW06,2025-12-21 10:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-6,Perfluorooctanoic acid (PFOA),15,15.0,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW06,2025-12-21 10:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-6,Perfluorooctanesulfonic acid (PFOS),64,64.0,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW06,2025-12-21 10:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-6,Perfluorooctanesulfonamide (PFOSA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW06,2025-12-21 10:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-6,Perfluoropentanoic acid (PFPeA),21,21.0,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW06,2025-12-21 10:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-6,Perfluoropentanesulfonic acid (PFPeS),5.9,5.9,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW06,2025-12-21 10:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-6,Perfluorotetradecanoic acid (PFTeDA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW06,2025-12-21 10:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-6,Perfluorotridecanoic acid (PFTrDA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW06,2025-12-21 10:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-6,Perfluoroundecanoic acid (PFUnA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid (11Cl-PF3OUdS),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,3-Perfluoropropylpropanoic acid (3:3 FTCA),<2.7,,0,2.7,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,"1H,1H,2H,2H-Perfluorohexane sulfonic acid (4:2 FTS)",<2.7,,0,2.7,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,3-Perfluoropentylpropanoic acid (5:3 FTCA),<6.8,,0,6.8,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,"1H,1H,2H,2H-Perfluorooctane sulfonic acid (6:2 FTS)",<2.7,,0,2.7,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,3-Perfluoroheptylpropanoic acid (7:3 FTCA),<6.8,,0,6.8,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,"1H,1H,2H,2H-Perfluorodecane sulfonic acid (8:2 FTS)",<2.7,,0,2.7,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acid (9Cl-PF3ONS),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,"4,8-Dioxa-3H-perfluorononanoic acid (ADONA)",<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,Hexafluoropropylene Oxide Dimer Acid (HFPO-DA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,N-ethylperfluorooctane sulfonamide (NEtFOSA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,N-ethylperfluorooctanesulfonamidoac etic acid (NEtFOSAA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,N-ethylperfluorooctane sulfonamidoethanol (NEtFOSE),<6.8,,0,6.8,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,"Nonafluoro-3,6-dioxaheptanoic acid (NFDHA)",<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,N-methylperfluorooctane sulfonamide (NMeFOSA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,N-methylperfluorooctanesulfonamidoa cetic acid (NMeFOSAA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,N-methylperfluorooctane sulfonamidoethanol (NMeFOSE),<6.8,,0,6.8,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,Perfluorobutanoic acid (PFBA),9.3,9.3,1,2.7,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,Perfluorobutanesulfonic acid (PFBS),6.5,6.5,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,Perfluorodecanoic acid (PFDA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,Perfluorodecanesulfonic acid (PFDS),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,Perfluorododecanoic acid (PFDoA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,Perfluorododecanesulfonic acid (PFDoS),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,Perfluoro (2-ethoxyethane) sulfonic acid (PFEESA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,Perfluoroheptanoic acid (PFHpA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,Perfluoroheptanesulfonic acid (PFHpS),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,Perfluorohexanoic acid (PFHxA),2.8,2.8,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,Perfluorohexanesulfonic acid (PFHxS),2.8,2.8,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,Perfluoro-4-methoxybutanoic acid (PFMBA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,Perfluoro-3-methoxypropanoic acid (PFMPA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,Perfluorononanoic acid (PFNA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,Perfluorononanesulfonic acid (PFNS),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,Perfluorooctanoic acid (PFOA),1.9,1.9,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,Perfluorooctanesulfonic acid (PFOS),4.1,4.1,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,Perfluorooctanesulfonamide (PFOSA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,Perfluoropentanoic acid (PFPeA),3.6,3.6,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,Perfluoropentanesulfonic acid (PFPeS),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,Perfluorotetradecanoic acid (PFTeDA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,Perfluorotridecanoic acid (PFTrDA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW07,2025-12-21 12:50:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-10,Perfluoroundecanoic acid (PFUnA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid (11Cl-PF3OUdS),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,3-Perfluoropropylpropanoic acid (3:3 FTCA),<2.7,,0,2.7,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,"1H,1H,2H,2H-Perfluorohexane sulfonic acid (4:2 FTS)",<2.7,,0,2.7,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,3-Perfluoropentylpropanoic acid (5:3 FTCA),<6.8,,0,6.8,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,"1H,1H,2H,2H-Perfluorooctane sulfonic acid (6:2 FTS)",81,81.0,1,2.7,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,3-Perfluoroheptylpropanoic acid (7:3 FTCA),<6.8,,0,6.8,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,"1H,1H,2H,2H-Perfluorodecane sulfonic acid (8:2 FTS)",<14,,0,14.0,ng/L,G,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acid (9Cl-PF3ONS),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,"4,8-Dioxa-3H-perfluorononanoic acid (ADONA)",<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,Hexafluoropropylene Oxide Dimer Acid (HFPO-DA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,N-ethylperfluorooctane sulfonamide (NEtFOSA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,N-ethylperfluorooctanesulfonamidoac etic acid (NEtFOSAA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,N-ethylperfluorooctane sulfonamidoethanol (NEtFOSE),<6.8,,0,6.8,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,"Nonafluoro-3,6-dioxaheptanoic acid (NFDHA)",<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,N-methylperfluorooctane sulfonamide (NMeFOSA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,N-methylperfluorooctanesulfonamidoa cetic acid (NMeFOSAA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,N-methylperfluorooctane sulfonamidoethanol (NMeFOSE),<6.8,,0,6.8,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,Perfluorobutanoic acid (PFBA),50,50.0,1,2.7,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,Perfluorobutanesulfonic acid (PFBS),19,19.0,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,Perfluorodecanoic acid (PFDA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,Perfluorodecanesulfonic acid (PFDS),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,Perfluorododecanoic acid (PFDoA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,Perfluorododecanesulfonic acid (PFDoS),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,Perfluoro (2-ethoxyethane) sulfonic acid (PFEESA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,Perfluoroheptanoic acid (PFHpA),18,18.0,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,Perfluoroheptanesulfonic acid (PFHpS),4.9,4.9,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,Perfluorohexanoic acid (PFHxA),67,67.0,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,Perfluorohexanesulfonic acid (PFHxS),120,120.0,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,Perfluoro-4-methoxybutanoic acid (PFMBA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,Perfluoro-3-methoxypropanoic acid (PFMPA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,Perfluorononanoic acid (PFNA),2.2,2.2,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,Perfluorononanesulfonic acid (PFNS),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,Perfluorooctanoic acid (PFOA),38,38.0,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,Perfluorooctanesulfonic acid (PFOS),180,180.0,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,Perfluorooctanesulfonamide (PFOSA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,Perfluoropentanoic acid (PFPeA),52,52.0,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,Perfluoropentanesulfonic acid (PFPeS),15,15.0,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,Perfluorotetradecanoic acid (PFTeDA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,Perfluorotridecanoic acid (PFTrDA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW08,2025-12-21 12:20:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-9,Perfluoroundecanoic acid (PFUnA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid (11Cl-PF3OUdS),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,3-Perfluoropropylpropanoic acid (3:3 FTCA),<2.7,,0,2.7,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,"1H,1H,2H,2H-Perfluorohexane sulfonic acid (4:2 FTS)",<2.7,,0,2.7,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,3-Perfluoropentylpropanoic acid (5:3 FTCA),<6.8,,0,6.8,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,"1H,1H,2H,2H-Perfluorooctane sulfonic acid (6:2 FTS)",<2.7,,0,2.7,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,3-Perfluoroheptylpropanoic acid (7:3 FTCA),<6.8,,0,6.8,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,"1H,1H,2H,2H-Perfluorodecane sulfonic acid (8:2 FTS)",<2.7,,0,2.7,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acid (9Cl-PF3ONS),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,"4,8-Dioxa-3H-perfluorononanoic acid (ADONA)",<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,Hexafluoropropylene Oxide Dimer Acid (HFPO-DA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,N-ethylperfluorooctane sulfonamide (NEtFOSA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,N-ethylperfluorooctanesulfonamidoac etic acid (NEtFOSAA),<1.4,,0,1.4,ng/L,,1
